"","year","admin_name","seed","nets_per_capita","simday","itn_u5","itn_5_10","itn_10_15","itn_15_20","itn_o20","net_life_lognormal_mu","net_life_lognormal_sigma","bio_mortality","indoor_net_protection","block_initial","kill_initial"
"23",2022,"Bubanza",23,0.539724657,654,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"24",2022,"Bubanza",24,0.539724657,654,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"25",2022,"Bubanza",25,0.539724657,654,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"26",2022,"Bubanza",26,0.539724657,654,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"27",2022,"Bubanza",27,0.539724657,654,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"28",2022,"Bubanza",28,0.539724657,654,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"29",2022,"Bubanza",29,0.539724657,654,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"30",2022,"Bubanza",30,0.539724657,654,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"31",2022,"Bubanza",31,0.539724657,654,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"32",2022,"Bubanza",32,0.539724657,654,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"33",2022,"Bubanza",33,0.539724657,654,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"34",2022,"Bubanza",34,0.539724657,654,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"35",2022,"Bubanza",35,0.539724657,654,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"36",2022,"Bubanza",36,0.539724657,654,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"37",2022,"Bubanza",37,0.539724657,654,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"38",2022,"Bubanza",38,0.539724657,654,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"39",2022,"Bubanza",39,0.539724657,654,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"40",2022,"Bubanza",40,0.539724657,654,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"41",2022,"Bubanza",41,0.539724657,654,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"42",2022,"Bubanza",42,0.539724657,654,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"43",2022,"Bubanza",43,0.539724657,654,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"44",2022,"Bubanza",44,0.539724657,654,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"45",2022,"Bubanza",45,0.539724657,654,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"46",2022,"Bubanza",46,0.539724657,654,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"47",2022,"Bubanza",47,0.539724657,654,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"48",2022,"Bubanza",48,0.539724657,654,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"49",2022,"Bubanza",49,0.539724657,654,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"50",2022,"Bubanza",50,0.539724657,654,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"51",2022,"Bubanza",51,0.539724657,654,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"52",2022,"Bugarama",1,0.541999338,654,0.732546969303964,0.53898735677141,0.501314634479136,0.527753845693334,0.732546969303964,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"53",2022,"Bugarama",2,0.541999338,654,0.566908061256759,0.417114929517096,0.387960525974522,0.408421469229588,0.566908061256759,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"54",2022,"Bugarama",3,0.541999338,654,0.645171943443841,0.474699282136513,0.441519998794149,0.464805655546498,0.645171943443841,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"55",2022,"Bugarama",4,0.541999338,654,0.792392195199842,0.583019782639823,0.542269397521593,0.570868552922203,0.792392195199842,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"56",2022,"Bugarama",5,0.541999338,654,0.852183095210616,0.627012237057335,0.583186982932614,0.613944121780448,0.852183095210616,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"57",2022,"Bugarama",6,0.541999338,654,0.732546969303964,0.53898735677141,0.501314634479136,0.527753845693334,0.732546969303964,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"58",2022,"Bugarama",7,0.541999338,654,0.566908061256759,0.417114929517096,0.387960525974522,0.408421469229588,0.566908061256759,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"59",2022,"Bugarama",8,0.541999338,654,0.645171943443841,0.474699282136513,0.441519998794149,0.464805655546498,0.645171943443841,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"60",2022,"Bugarama",9,0.541999338,654,0.792392195199842,0.583019782639823,0.542269397521593,0.570868552922203,0.792392195199842,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"61",2022,"Bugarama",10,0.541999338,654,0.852183095210616,0.627012237057335,0.583186982932614,0.613944121780448,0.852183095210616,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"62",2022,"Bugarama",11,0.541999338,654,0.732546969303964,0.53898735677141,0.501314634479136,0.527753845693334,0.732546969303964,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"63",2022,"Bugarama",12,0.541999338,654,0.566908061256759,0.417114929517096,0.387960525974522,0.408421469229588,0.566908061256759,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"64",2022,"Bugarama",13,0.541999338,654,0.645171943443841,0.474699282136513,0.441519998794149,0.464805655546498,0.645171943443841,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"65",2022,"Bugarama",14,0.541999338,654,0.792392195199842,0.583019782639823,0.542269397521593,0.570868552922203,0.792392195199842,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"66",2022,"Bugarama",15,0.541999338,654,0.852183095210616,0.627012237057335,0.583186982932614,0.613944121780448,0.852183095210616,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"67",2022,"Bugarama",16,0.541999338,654,0.732546969303964,0.53898735677141,0.501314634479136,0.527753845693334,0.732546969303964,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"68",2022,"Bugarama",17,0.541999338,654,0.566908061256759,0.417114929517096,0.387960525974522,0.408421469229588,0.566908061256759,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"69",2022,"Bugarama",18,0.541999338,654,0.645171943443841,0.474699282136513,0.441519998794149,0.464805655546498,0.645171943443841,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"70",2022,"Bugarama",19,0.541999338,654,0.792392195199842,0.583019782639823,0.542269397521593,0.570868552922203,0.792392195199842,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"71",2022,"Bugarama",20,0.541999338,654,0.852183095210616,0.627012237057335,0.583186982932614,0.613944121780448,0.852183095210616,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"72",2022,"Bugarama",21,0.541999338,654,0.732546969303964,0.53898735677141,0.501314634479136,0.527753845693334,0.732546969303964,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"73",2022,"Bugarama",22,0.541999338,654,0.566908061256759,0.417114929517096,0.387960525974522,0.408421469229588,0.566908061256759,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"74",2022,"Bugarama",23,0.541999338,654,0.645171943443841,0.474699282136513,0.441519998794149,0.464805655546498,0.645171943443841,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"75",2022,"Bugarama",24,0.541999338,654,0.792392195199842,0.583019782639823,0.542269397521593,0.570868552922203,0.792392195199842,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"76",2022,"Bugarama",25,0.541999338,654,0.852183095210616,0.627012237057335,0.583186982932614,0.613944121780448,0.852183095210616,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"77",2022,"Bugarama",26,0.541999338,654,0.732546969303964,0.53898735677141,0.501314634479136,0.527753845693334,0.732546969303964,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"78",2022,"Bugarama",27,0.541999338,654,0.566908061256759,0.417114929517096,0.387960525974522,0.408421469229588,0.566908061256759,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"79",2022,"Bugarama",28,0.541999338,654,0.645171943443841,0.474699282136513,0.441519998794149,0.464805655546498,0.645171943443841,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"80",2022,"Bugarama",29,0.541999338,654,0.792392195199842,0.583019782639823,0.542269397521593,0.570868552922203,0.792392195199842,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"81",2022,"Bugarama",30,0.541999338,654,0.852183095210616,0.627012237057335,0.583186982932614,0.613944121780448,0.852183095210616,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"82",2022,"Bugarama",31,0.541999338,654,0.732546969303964,0.53898735677141,0.501314634479136,0.527753845693334,0.732546969303964,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"83",2022,"Bugarama",32,0.541999338,654,0.566908061256759,0.417114929517096,0.387960525974522,0.408421469229588,0.566908061256759,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"84",2022,"Bugarama",33,0.541999338,654,0.645171943443841,0.474699282136513,0.441519998794149,0.464805655546498,0.645171943443841,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"85",2022,"Bugarama",34,0.541999338,654,0.792392195199842,0.583019782639823,0.542269397521593,0.570868552922203,0.792392195199842,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"86",2022,"Bugarama",35,0.541999338,654,0.852183095210616,0.627012237057335,0.583186982932614,0.613944121780448,0.852183095210616,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"87",2022,"Bugarama",36,0.541999338,654,0.732546969303964,0.53898735677141,0.501314634479136,0.527753845693334,0.732546969303964,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"88",2022,"Bugarama",37,0.541999338,654,0.566908061256759,0.417114929517096,0.387960525974522,0.408421469229588,0.566908061256759,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"89",2022,"Bugarama",38,0.541999338,654,0.645171943443841,0.474699282136513,0.441519998794149,0.464805655546498,0.645171943443841,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"90",2022,"Bugarama",39,0.541999338,654,0.792392195199842,0.583019782639823,0.542269397521593,0.570868552922203,0.792392195199842,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"91",2022,"Bugarama",40,0.541999338,654,0.852183095210616,0.627012237057335,0.583186982932614,0.613944121780448,0.852183095210616,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"92",2022,"Bugarama",41,0.541999338,654,0.732546969303964,0.53898735677141,0.501314634479136,0.527753845693334,0.732546969303964,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"93",2022,"Bugarama",42,0.541999338,654,0.566908061256759,0.417114929517096,0.387960525974522,0.408421469229588,0.566908061256759,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"94",2022,"Bugarama",43,0.541999338,654,0.645171943443841,0.474699282136513,0.441519998794149,0.464805655546498,0.645171943443841,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"95",2022,"Bugarama",44,0.541999338,654,0.792392195199842,0.583019782639823,0.542269397521593,0.570868552922203,0.792392195199842,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"96",2022,"Bugarama",45,0.541999338,654,0.852183095210616,0.627012237057335,0.583186982932614,0.613944121780448,0.852183095210616,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"97",2022,"Bugarama",46,0.541999338,654,0.732546969303964,0.53898735677141,0.501314634479136,0.527753845693334,0.732546969303964,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"98",2022,"Bugarama",47,0.541999338,654,0.566908061256759,0.417114929517096,0.387960525974522,0.408421469229588,0.566908061256759,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"99",2022,"Bugarama",48,0.541999338,654,0.645171943443841,0.474699282136513,0.441519998794149,0.464805655546498,0.645171943443841,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"100",2022,"Bugarama",49,0.541999338,654,0.792392195199842,0.583019782639823,0.542269397521593,0.570868552922203,0.792392195199842,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"101",2022,"Bugarama",50,0.541999338,654,0.852183095210616,0.627012237057335,0.583186982932614,0.613944121780448,0.852183095210616,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"102",2022,"Bugarama",51,0.541999338,654,0.732546969303964,0.53898735677141,0.501314634479136,0.527753845693334,0.732546969303964,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"103",2022,"Buhiga",1,0.545110579,654,0.735066567252569,0.540841205733117,0.503038907976356,0.529569056953086,0.735066567252569,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"104",2022,"Buhiga",2,0.545110579,654,0.569344847632468,0.418907848063886,0.389628127810897,0.410177019978962,0.569344847632468,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"105",2022,"Buhiga",3,0.545110579,654,0.647707651032039,0.476564984115741,0.44325529683781,0.466632472784575,0.647707651032039,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"106",2022,"Buhiga",4,0.545110579,654,0.794597336545942,0.584642263320579,0.543778474310137,0.572457218051495,0.794597336545942,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"107",2022,"Buhiga",5,0.545110579,654,0.854051836649227,0.628387204193494,0.584465846228061,0.61529043201332,0.854051836649227,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"108",2022,"Buhiga",6,0.545110579,654,0.735066567252569,0.540841205733117,0.503038907976356,0.529569056953086,0.735066567252569,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"109",2022,"Buhiga",7,0.545110579,654,0.569344847632468,0.418907848063886,0.389628127810897,0.410177019978962,0.569344847632468,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"110",2022,"Buhiga",8,0.545110579,654,0.647707651032039,0.476564984115741,0.44325529683781,0.466632472784575,0.647707651032039,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"111",2022,"Buhiga",9,0.545110579,654,0.794597336545942,0.584642263320579,0.543778474310137,0.572457218051495,0.794597336545942,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"112",2022,"Buhiga",10,0.545110579,654,0.854051836649227,0.628387204193494,0.584465846228061,0.61529043201332,0.854051836649227,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"113",2022,"Buhiga",11,0.545110579,654,0.735066567252569,0.540841205733117,0.503038907976356,0.529569056953086,0.735066567252569,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"114",2022,"Buhiga",12,0.545110579,654,0.569344847632468,0.418907848063886,0.389628127810897,0.410177019978962,0.569344847632468,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"115",2022,"Buhiga",13,0.545110579,654,0.647707651032039,0.476564984115741,0.44325529683781,0.466632472784575,0.647707651032039,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"116",2022,"Buhiga",14,0.545110579,654,0.794597336545942,0.584642263320579,0.543778474310137,0.572457218051495,0.794597336545942,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"117",2022,"Buhiga",15,0.545110579,654,0.854051836649227,0.628387204193494,0.584465846228061,0.61529043201332,0.854051836649227,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"118",2022,"Buhiga",16,0.545110579,654,0.735066567252569,0.540841205733117,0.503038907976356,0.529569056953086,0.735066567252569,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"119",2022,"Buhiga",17,0.545110579,654,0.569344847632468,0.418907848063886,0.389628127810897,0.410177019978962,0.569344847632468,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"120",2022,"Buhiga",18,0.545110579,654,0.647707651032039,0.476564984115741,0.44325529683781,0.466632472784575,0.647707651032039,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"121",2022,"Buhiga",19,0.545110579,654,0.794597336545942,0.584642263320579,0.543778474310137,0.572457218051495,0.794597336545942,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"122",2022,"Buhiga",20,0.545110579,654,0.854051836649227,0.628387204193494,0.584465846228061,0.61529043201332,0.854051836649227,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"123",2022,"Buhiga",21,0.545110579,654,0.735066567252569,0.540841205733117,0.503038907976356,0.529569056953086,0.735066567252569,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"124",2022,"Buhiga",22,0.545110579,654,0.569344847632468,0.418907848063886,0.389628127810897,0.410177019978962,0.569344847632468,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"125",2022,"Buhiga",23,0.545110579,654,0.647707651032039,0.476564984115741,0.44325529683781,0.466632472784575,0.647707651032039,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"126",2022,"Buhiga",24,0.545110579,654,0.794597336545942,0.584642263320579,0.543778474310137,0.572457218051495,0.794597336545942,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"127",2022,"Buhiga",25,0.545110579,654,0.854051836649227,0.628387204193494,0.584465846228061,0.61529043201332,0.854051836649227,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"128",2022,"Buhiga",26,0.545110579,654,0.735066567252569,0.540841205733117,0.503038907976356,0.529569056953086,0.735066567252569,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"129",2022,"Buhiga",27,0.545110579,654,0.569344847632468,0.418907848063886,0.389628127810897,0.410177019978962,0.569344847632468,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"130",2022,"Buhiga",28,0.545110579,654,0.647707651032039,0.476564984115741,0.44325529683781,0.466632472784575,0.647707651032039,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"131",2022,"Buhiga",29,0.545110579,654,0.794597336545942,0.584642263320579,0.543778474310137,0.572457218051495,0.794597336545942,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"132",2022,"Buhiga",30,0.545110579,654,0.854051836649227,0.628387204193494,0.584465846228061,0.61529043201332,0.854051836649227,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"133",2022,"Buhiga",31,0.545110579,654,0.735066567252569,0.540841205733117,0.503038907976356,0.529569056953086,0.735066567252569,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"134",2022,"Buhiga",32,0.545110579,654,0.569344847632468,0.418907848063886,0.389628127810897,0.410177019978962,0.569344847632468,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"135",2022,"Buhiga",33,0.545110579,654,0.647707651032039,0.476564984115741,0.44325529683781,0.466632472784575,0.647707651032039,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"136",2022,"Buhiga",34,0.545110579,654,0.794597336545942,0.584642263320579,0.543778474310137,0.572457218051495,0.794597336545942,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"137",2022,"Buhiga",35,0.545110579,654,0.854051836649227,0.628387204193494,0.584465846228061,0.61529043201332,0.854051836649227,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"138",2022,"Buhiga",36,0.545110579,654,0.735066567252569,0.540841205733117,0.503038907976356,0.529569056953086,0.735066567252569,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"139",2022,"Buhiga",37,0.545110579,654,0.569344847632468,0.418907848063886,0.389628127810897,0.410177019978962,0.569344847632468,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"140",2022,"Buhiga",38,0.545110579,654,0.647707651032039,0.476564984115741,0.44325529683781,0.466632472784575,0.647707651032039,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"141",2022,"Buhiga",39,0.545110579,654,0.794597336545942,0.584642263320579,0.543778474310137,0.572457218051495,0.794597336545942,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
"142",2022,"Buhiga",40,0.545110579,654,0.854051836649227,0.628387204193494,0.584465846228061,0.61529043201332,0.854051836649227,6.594,0.8,0.4,0.75,0.684900947951403,0.255212958343791
"143",2022,"Buhiga",41,0.545110579,654,0.735066567252569,0.540841205733117,0.503038907976356,0.529569056953086,0.735066567252569,6.594,0.8,0.4,0.75,0.695349110287058,0.40711958605015
"144",2022,"Buhiga",42,0.545110579,654,0.569344847632468,0.418907848063886,0.389628127810897,0.410177019978962,0.569344847632468,6.594,0.8,0.4,0.75,0.628835591830297,0.255212958343792
"145",2022,"Buhiga",43,0.545110579,654,0.647707651032039,0.476564984115741,0.44325529683781,0.466632472784575,0.647707651032039,6.594,0.8,0.4,0.75,0.79821104053477,0.40711958605015
